Country/Region,total_case,ac_recover,ac_active,ac_death,c_recover,c_active,c_death,w_recover,w_active,w_death,Date
United Arab Emirates,5365,1034,4298,33,0.19273066169617895,0.8011183597390494,0.006150978564771668,0.00202340813159589,0.003046373199854273,0.00024594379066456994,"16 Apr,2020"
United Kingdom,99483,368,86221,12894,0.0036991244735281406,0.8666907913914941,0.12961008413497785,0.000720129779910336,0.06111245780936139,0.09609694657057469,"16 Apr,2020"
Uruguay,492,260,224,8,0.5284552845528455,0.45528455284552843,0.016260162601626018,0.0005087873445018678,0.000158768635823024,5.9622737130804834e-05,"16 Apr,2020"
Uzbekistan,1302,107,1191,4,0.08218125960061444,0.9147465437788018,0.0030721966205837174,0.0002093855610065379,0.0008441671663625964,2.9811368565402417e-05,"16 Apr,2020"
Venezuela,197,111,77,9,0.5634517766497462,0.39086294416243655,0.04568527918781726,0.00021721305861425896,5.4576718564164504e-05,6.707557927215543e-05,"16 Apr,2020"
Vietnam,267,171,96,0,0.6404494382022472,0.3595505617977528,0.0,0.00033462552273007463,6.804370106701028e-05,0.0,"16 Apr,2020"
West Bank and Gaza,374,63,309,2,0.16844919786096257,0.8262032085561497,0.0053475935828877,0.00012328308732160643,0.00021901566280943936,1.4905684282701208e-05,"16 Apr,2020"
Western Sahara,6,0,6,0,0.0,1.0,0.0,0.0,4.252731316688143e-06,0.0,"16 Apr,2020"
Yemen,1,0,1,0,0.0,1.0,0.0,0.0,7.087885527813572e-07,0.0,"16 Apr,2020"
Zambia,48,30,16,2,0.625,0.3333333333333333,0.041666666666666664,5.8706232057907826e-05,1.1340616844501715e-05,1.4905684282701208e-05,"16 Apr,2020"
Zimbabwe,23,1,19,3,0.043478260869565216,0.8260869565217391,0.13043478260869565,1.9568744019302608e-06,1.3466982502845786e-05,2.2358526424051813e-05,"16 Apr,2020"
